city,hotel_name,page_url,latitude,longitude,rating,description,city_latitude,city_longitude
Mont Saint Michel,Le Héron,https://www.booking.com/hotel/fr/le-heron-huisnes-sur-mer.html,48.6100841,-1.4567376,8.5,"Le Héron is located in Huisnes-sur-Mer, just 7.4 miles from Mont Saint Michel Abbey and 7.4 miles from Mont Saint-Michel.",48.6359541,-1.511459954959514
Mont Saint Michel,Les brumes du Mont Saint Michel,https://www.booking.com/hotel/fr/les-brumes-du-mont-saint-michel.html,48.5969583287466,-1.50415110035145,9.8,"A recently renovated vacation home, Les brumes du Mont Saint Michel offers accommodations in Beauvoir.",48.6359541,-1.511459954959514
Mont Saint Michel,Gîtes le Mont Desclos Saint Michel,https://www.booking.com/hotel/fr/gites-le-mont-desclos-saint-michel.html,48.596656,-1.504449,9.1,"Gîtes le Mont Desclos Saint Michel features a sauna and a hot tub, as well as air-conditioned accommodations with free Wifi in Beauvoir, 3.",48.6359541,-1.511459954959514
Mont Saint Michel,Le Grenier du Jardin,https://www.booking.com/hotel/fr/le-grenier-du-jardin.html,48.55379677462313,-1.503635386508222,9.6,"Providing a garden, a terrace, and free Wifi, Le Grenier du Jardin is a recently renovated bed and breakfast 6.4 miles from Mont Saint Michel Abbey and 6.",48.6359541,-1.511459954959514
Mont Saint Michel,Le Goeland,https://www.booking.com/hotel/fr/le-goeland-beauvoir.html,48.597502886376,-1.504172544775,8.7,"Le Goeland is located in Beauvoir, just 3.6 miles from Mont Saint Michel Abbey and 3.6 miles from Mont Saint-Michel.",48.6359541,-1.511459954959514
Mont Saint Michel,Mon Saint Michel,https://www.booking.com/hotel/fr/mon-saint-michel.html,48.613627,-1.485791,8.7,"Mon Saint Michel offers accommodations in Ardevon, 5.4 miles from Mont Saint Michel Abbey and 5.4 miles from Mont Saint-Michel.",48.6359541,-1.511459954959514
Mont Saint Michel,Les Terrasses Poulard,https://www.booking.com/hotel/fr/les-terrasses-poulard.html,48.63534942564122,-1.5103787183761597,7.3,"Composed of 2 different buildings, Les Terrasses Poulard is a historical property in the heart of Mont Saint-Michel and offers views of the bay, the...",48.6359541,-1.511459954959514
Mont Saint Michel,Le Canari,https://www.booking.com/hotel/fr/le-canari.html,48.6100841,-1.4567376,8.7,"Le Canari offers accommodations in Huisnes-sur-Mer, 7.4 miles from Mont Saint Michel Abbey and 7.4 miles from Mont Saint-Michel.",48.6359541,-1.511459954959514
Mont Saint Michel,Gîte Mont Saint Michel Beauvoir,https://www.booking.com/hotel/fr/gite-mont-saint-michel-beauvoir-saint-malo.html,48.59693303056627,-1.5042790198984868,8.6,Gîte Mont Saint Michel Beauvoir is a recently renovated vacation home in Beauvoir where guests can make the most of the garden and barbecue facilities.,48.6359541,-1.511459954959514
Mont Saint Michel,Au Mont Chez Nous Jaccuzi et Sauna,https://www.booking.com/hotel/fr/26-route-de-la-rive-ardevon.html,48.6134553,-1.4858723,9.3,"Offering barbecue facilities, Au Mont Chez Nous Jaccuzi et Sauna offers accommodations in Pontorson.",48.6359541,-1.511459954959514
Mont Saint Michel,gites 2 beauvoir,https://www.booking.com/hotel/fr/gites-2-beauvoir.html,48.5976913,-1.5047171,8.9,"Gites 2 beauvoir is located in Beauvoir, just 3.6 miles from Mont Saint Michel Abbey and 3.6 miles from Mont Saint-Michel.",48.6359541,-1.511459954959514
Mont Saint Michel,Les Pres-Salés,https://www.booking.com/hotel/fr/les-pra-s-sala-s.html,48.62422199651231,-1.4457803964614868,9.0,"Les Pres-Salés offers accommodations in Courtils, 11 miles from Scriptorial d'Avranches, Musee des Manuscrits du Mont Saint Michel and 26 miles from...",48.6359541,-1.511459954959514
Mont Saint Michel,Gîte La Mouette de 4 personnes,https://www.booking.com/hotel/fr/gite-la-mouette-de-4-personnes.html,48.615795851658,-1.488698244809,9.2,"Gîte La Mouette de 4 personnes offers accommodations in Pontorson, 5.2 miles from Mont Saint Michel Abbey and 5.2 miles from Mont Saint-Michel.",48.6359541,-1.511459954959514
Mont Saint Michel,Résidence Beauvoir le Mont-Saint-Michel (9 gîtes de 2 à 5 personnes),https://www.booking.com/hotel/fr/residence-beauvoir-le-mont-saint-michel.html,48.597878453626,-1.508418656869,9.3,"Located 2.7 mi from Mont Saint Michel Abbey, Résidence Beauvoir le Mont-Saint-Michel (9 gîtes de 2 à 5 personnes) offers self-catered holiday homes with...",48.6359541,-1.511459954959514
Mont Saint Michel,Hôtel la Croix Blanche,https://www.booking.com/hotel/fr/ha-el-la-croix-blanche.html,48.63573406427125,-1.5098610520362854,7.8,"Located in the heart of Mont Saint Michel medieval Village, Hôtel La Croix Blanche will be happy to accommodate you.",48.6359541,-1.511459954959514
Mont Saint Michel,Le Saint Aubert,https://www.booking.com/hotel/fr/hotel-saint-aubert.html,48.612937834706464,-1.5101051330566406,7.4,"Set amid lush greenery, just 1.2 mi from the Mont Saint-Michel, the hotel welcomes you in a warm and friendly atmosphere.",48.6359541,-1.511459954959514
Mont Saint Michel,Auberge Saint Pierre,https://www.booking.com/hotel/fr/auberge-saint-pierre.html,48.63568797869143,-1.5098825097084043,8.1,The Auberge Saint Pierre is made up of small 14th century half-timbered houses located on the island of Mont-Saint-Michel.,48.6359541,-1.511459954959514
Mont Saint Michel,Chambres Les Salles,https://www.booking.com/hotel/fr/chambres-les-salles.html,48.59502587673463,-1.5014362335205078,7.7,"Chambres Les Salles enjoys a location in Beauvoir, 3.7 miles from Mont Saint Michel Abbey and 3.7 miles from Mont Saint-Michel.",48.6359541,-1.511459954959514
Mont Saint Michel,le coin des hirondelles,https://www.booking.com/hotel/fr/le-coin-des-hirondelles.html,48.602864299561,-1.474069003705,9.4,Le coin des hirondelles is a recently renovated vacation home in Pontorson where guests can make the most of the free bikes and garden.,48.6359541,-1.511459954959514
Mont Saint Michel,La Chaumière avec piscine privée,https://www.booking.com/hotel/fr/la-chaumiere-a-5-minutes-du-mont-st-michel-huisnes-sur-mer.html,48.6105756,-1.4563472,8.5,"7.3 miles from Mont Saint Michel Abbey in Huisnes-sur-Mer, La Chaumière avec piscine privée, à 5 minutes du Mont St-Michel offers accommodations with...",48.6359541,-1.511459954959514
Mont Saint Michel,Gîtes Bellevue et Mascaret,https://www.booking.com/hotel/fr/bellevue-courtils.html,48.62952095512554,-1.4130968104507249,8.2,"Featuring river views, Gîtes Bellevue et Mascaret in Courtils features accommodations and barbecue facilities.",48.6359541,-1.511459954959514
Mont Saint Michel,Hotel Gabriel,https://www.booking.com/hotel/fr/hotel-gabriel.html,48.61538141368341,-1.510709971189499,8.0,Hotel Gabriel is located 1 mi from Mont Saint-Michel.,48.6359541,-1.511459954959514
Mont Saint Michel,Auberge de la Baie,https://www.booking.com/hotel/fr/auberge-de-la-baie.html,48.61599317655586,-1.4882531762123108,8.0,This hotel is located in the countryside of Normandy and offers free Wi-Fi Flat-screen TVs with satellite channels are provided in all of the modern guest...,48.6359541,-1.511459954959514
Mont Saint Michel,Cottage La loge,https://www.booking.com/hotel/fr/cottage-la-loge.html,48.6105756,-1.4563472,8.7,"Cottage La loge offers accommodations in Huisnes-sur-Mer, 7.3 miles from Mont Saint Michel Abbey and 7.3 miles from Mont Saint-Michel.",48.6359541,-1.511459954959514
Mont Saint Michel,Le Nature,https://www.booking.com/hotel/fr/le-nature-huisnes-sur-mer.html,48.6105756,-1.4563472,8.9,"Le Nature is located in Huisnes-sur-Mer, just 7.3 miles from Mont Saint Michel Abbey and 7.3 miles from Mont Saint-Michel.",48.6359541,-1.511459954959514
Mont Saint Michel,Cottage Le Cabanon,https://www.booking.com/hotel/fr/cottage-le-cabanon.html,48.6105756,-1.4563472,8.7,"Cottage Le Cabanon offers accommodations in Huisnes-sur-Mer, 7.3 miles from Mont Saint Michel Abbey and 7.3 miles from Mont Saint-Michel.",48.6359541,-1.511459954959514
Mont Saint Michel,Gites Bellevue,https://www.booking.com/hotel/fr/gites-bellevue.html,48.60788006624136,-1.5172237157821655,9.2,"Located just 1.2 mi from the famous Mont Saint-Michel, Gites Bellevue offers self-catering cottages with a terrace, garden and BBQ facilities.",48.6359541,-1.511459954959514
Mont Saint Michel,Le Relais Saint Michel,https://www.booking.com/hotel/fr/le-relais-saint-michel.html,48.6175872716489,-1.51039615273476,8.0,Le Relais Saint Michel is an hotel facing the bay of Mont Saint-Michel.,48.6359541,-1.511459954959514
Mont Saint Michel,O rivage du Mont 10/12 pers,https://www.booking.com/hotel/fr/o-rivage-du-mont-10-12-pers.html,48.621425408988,-1.454367697098,8.8,"O rivage du Mont 10/12 pers is located in Huisnes-sur-Mer, just 6.9 miles from Mont Saint Michel Abbey and 6.9 miles from Mont Saint-Michel.",48.6359541,-1.511459954959514
Mont Saint Michel,Domaine de la Besnerie Gites avec SPA Privatif à 10 min du Mont St Michel,https://www.booking.com/hotel/fr/domaine-de-la-besnerie.html,48.56536442516222,-1.4415934681892395,9.0,"Domaine de la Besnerie Gites avec SPA Privatif à 10 min du Mont St Michel in Tanis provides adults-only accommodations with pool with a view, a garden, and...",48.6359541,-1.511459954959514
Mont Saint Michel,La Vieille Auberge,https://www.booking.com/hotel/fr/la-vieille-auberge-le-mont-saint-michel.html,48.636063,-1.511457,7.4,"La Vieille Auberge is located in the medieval village of Le Mont Saint Michel, just a short walk from the famous Mont Saint-Michel Abbey.",48.6359541,-1.511459954959514
Mont Saint Michel,Gites les 2 Clos au pied du Mont,https://www.booking.com/hotel/fr/les-deux-clos-pontorson.html,48.613966101624456,-1.4857917287392852,9.1,Gites les 2 Clos au pied du Mont in Pontorson provides accommodations with a garden and barbecue facilities.,48.6359541,-1.511459954959514
Mont Saint Michel,chambre d'hôte,https://www.booking.com/hotel/fr/chambre-d-39-hote-pontorson1.html,48.555639,-1.507441,8.9,"Providing a garden, chambre d'hôte provides accommodations in Pontorson. This property offers access to a terrace, free private parking, and free Wifi.",48.6359541,-1.511459954959514
Mont Saint Michel,Gîte de la Grève,https://www.booking.com/hotel/fr/gite-de-la-greve.html,48.5973128,-1.51131120000002,9.0,"Gîte de la Grève offers accommodations in Beauvoir, 3.2 miles from Mont Saint Michel Abbey and 3.2 miles from Mont Saint-Michel.",48.6359541,-1.511459954959514
St Malo,Studio Le sillon malouin vue mer,https://www.booking.com/hotel/fr/studio-vue-mer-saint-malo.fr.html,48.6536946,-2.01081279999994,9.7,"Le Studio Le sillon malouin vue mer est situé dans le quartier du Sillon à Saint-Malo, à moins de 1 km de la plage d'Eventail, à 18 minutes à pied de la...",48.649518,-2.0260409
St Malo,Le Skipper,https://www.booking.com/hotel/fr/le-skipper-saint-malo.fr.html,48.6496795,-2.0065774,7.5,"Situé à 1,4 km de la plage d'Eventail, à 2,1 km de la plage des Bas-Sablons et à 1,2 km du Palais du Grand LargeL'établissement Le Skipper propose des...",48.649518,-2.0260409
St Malo,Hotel De La Mer,https://www.booking.com/hotel/fr/la-cote-d-39-emeraude.fr.html,48.6560923489056,-2.0023968000000423,7.7,"Situé à seulement 150 mètres de la plage de Saint-Malo, l'Hotel De La Mer propose une connexion Wi-Fi gratuite dans l'ensemble de ses locaux et un bar sur...",48.649518,-2.0260409
St Malo,Hôtel Bristol Union Intra Muros,https://www.booking.com/hotel/fr/bristol-union.fr.html,48.64961099853388,-2.024303376674652,9.1,"L’Hôtel Bristol Union Intra Muros est situé au cœur de Saint-Malo, dans l’enceinte des remparts de la vieille ville, à 180 mètres du port de plaisance.",48.649518,-2.0260409
St Malo,Les Chiens du Guet,https://www.booking.com/hotel/fr/les-chiens-du-guet.fr.html,48.647932,-2.028651,7.4,"L'établissement Les Chiens du Guet est situé au cœur de Saint-Malo, à seulement 50 mètres de la plage et à 550 mètres du port de plaisance.",48.649518,-2.0260409
St Malo,Malouinière Le Valmarin,https://www.booking.com/hotel/fr/le-valmarin-malouiniere-du-18eme-siecl.fr.html,48.63437274939928,-2.018166482448578,8.0,"Situé à 5 minutes à pied des plages de Saint-Malo, l'hôtel Malouinière Le Valmarin est aménagé dans une charmante malouinière datant du XVIIIe siècle,...",48.649518,-2.0260409
St Malo,La Cordee by Cocoonr,https://www.booking.com/hotel/fr/la-cordee-saint-malo.fr.html,48.64795606877099,-2.027163737434421,9.1,"Situé dans le quartier Intra Muros de Saint-Malo, à proximité de la plage de Mole, l'établissement La Cordee by Cocoonr dispose d'une connexion Wi-Fi...",48.649518,-2.0260409
St Malo,Ker Edouard,https://www.booking.com/hotel/fr/ker-edouard-ty-seb.fr.html,48.645694,-2.007019,8.1,"Situé à Saint-Malo, à moins de 1,3 km de la plage du Sillon et à 1,7 km de celle des Bas-Sablons, le Ker Edouard propose des hébergements avec un coin...",48.649518,-2.0260409
St Malo,Hotel Le Croiseur Ginette Intra Muros,https://www.booking.com/hotel/fr/le-croiseur.fr.html,48.64956492563193,-2.0244160294532776,8.3,"Situé à Saint-Malo, à 400 mètres du casino, l’Hotel Le Croiseur Ginette Intra Muros propose de nombreux équipements, dont une terrasse, un salon commun, un...",48.649518,-2.0260409
St Malo,Le Port Malo,https://www.booking.com/hotel/fr/le-port-malo.fr.html,48.6509063386623,-2.0247432589530945,8.1,"Installé au cœur du centre historique de Saint-Malo, l'hôtel Le Port Malo propose des chambres insonorisées avec une télévision et une salle de bains...",48.649518,-2.0260409
St Malo,Oceania Saint Malo,https://www.booking.com/hotel/fr/oceaniasaintmalo.fr.html,48.65175688590083,-2.018432021141052,8.6,"Donnant sur la mer, l'Oceania Saint Malo se situe sur la Chaussée du Sillon, en face de la plage du même nom et à 450 mètres du port de plaisance de...",48.649518,-2.0260409
St Malo,Hôtel Anne de Bretagne - Réouverture 2024 après travaux,https://www.booking.com/hotel/fr/anne-de-bretagne.fr.html,48.6506405397079,-2.024753987789154,8.9,"Situé dans la vieille ville fortifiée de Saint-Malo, à moins de 300 mètres du port de plaisance, l'Hôtel Anne de Bretagne - Réouverture 2024 après travaux...",48.649518,-2.0260409
St Malo,Belle vue sur les sablons,https://www.booking.com/hotel/fr/victoria-horizon.fr.html,48.6409023,-2.0189916,9.5,"Situé à Saint-Malo, à seulement 200 mètres de la plage des Bas-Sablons, le Belle vue sur les sablons propose un hébergement en bord de mer avec connexion...",48.649518,-2.0260409
St Malo,Centre saint malo,https://www.booking.com/hotel/fr/centre-saint-malo.fr.html,48.6363349,-2.004938,9.0,"Le Centre saint malo est situé à Saint-Malo, à 1,6 km de la plage des Fours à Chaux, à 2,1 km de la plage du Rosais et à 1,9 km de la tour Solidor.",48.649518,-2.0260409
St Malo,Logis Maison Vauban - Hotel St Malo,https://www.booking.com/hotel/fr/palais.fr.html,48.65007743508441,-2.026853263432713,8.4,L'Hotel Maison Vauban se trouve à côté de la cathédrale Saint-Vincent de Saint-Malo.,48.649518,-2.0260409
St Malo,Les Charmettes,https://www.booking.com/hotel/fr/les-charmettes.fr.html,48.65902139222791,-1.9960114359855647,8.8,"Installé sur le front de mer dans la ville bretonne de Saint-Malo, l'hôtel Les Charmettes bénéficie d'un accès direct à la plage.",48.649518,-2.0260409
St Malo,Hotel des Abers,https://www.booking.com/hotel/fr/des-abers.fr.html,48.6504889200334,-2.024863580356623,8.7,"Occupant un bâtiment construit au XVIe siècle, l'Hotel des Abers est situé dans le centre de Saint-Malo, à 400 mètres du casino et à 500 mètres du ferry...",48.649518,-2.0260409
